Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
261,3,3,96,,,
262,4,2,126,,,
263,16,3,499,,,
264,6,4,190,,,
265,2,2,64,,,
266,5,2,157,,,
267,4,2,126,,,
268,6,2,188,,,
269,6,4,190,,,
270,4,4,128,,,
271,16,3,499,,,
272,11,2,343,,,
273,5,3,158,,,
274,1,3,34,,,
275,15,2,467,,,
276,2,4,66,,,
277,15,3,468,,,
278,11,2,343,,,
279,15,3,468,,,
280,13,2,405,,,
281,2,2,64,,,
282,15,3,468,,,
283,2,3,65,,,
284,1,4,35,,,
285,14,3,437,,,
286,12,2,374,,,
287,16,3,499,,,
288,16,2,498,,,
289,5,4,159,,,
290,4,3,127,,,
291,6,2,188,,,
292,11,3,344,,,
293,2,3,65,,,
294,5,3,158,,,
295,2,3,65,,,
296,11,3,344,,,
297,15,2,467,,,
298,12,4,376,,,
299,15,2,467,,,
300,2,3,65,,,
301,2,4,66,,,
302,12,4,376,,,
303,4,4,128,,,
304,5,3,158,,,
305,12,4,376,,,
306,1,3,34,,,
307,16,2,498,,,
308,15,4,469,,,
309,1,3,34,,,
310,2,4,66,,,
311,14,2,436,,,
312,6,3,189,,,
313,14,4,438,,,
314,13,3,406,,,
315,5,2,157,,,
316,2,4,66,,,
317,1,4,35,,,
318,11,2,343,,,
319,6,4,190,,,
320,14,4,438,,,
321,6,4,190,,,
322,3,3,96,,,
323,12,2,374,,,
324,3,2,95,,,
325,16,2,498,,,
326,6,4,190,,,
327,16,4,500,,,
328,15,2,467,,,
329,13,3,406,,,
330,13,3,406,,,
331,3,3,96,,,
332,12,3,375,,,
333,13,4,407,,,
334,3,4,97,,,
335,16,2,498,,,
336,12,4,376,,,
337,4,2,126,,,
338,11,3,344,,,
339,1,2,33,,,
340,4,2,126,,,
341,15,3,468,,,
342,3,4,97,,,
343,15,2,467,,,
344,3,2,95,,,
345,11,2,343,,,
346,12,4,376,,,
347,11,4,345,,,
348,15,3,468,,,
349,2,3,65,,,
350,11,3,344,,,
351,15,3,468,,,
352,13,2,405,,,
353,5,3,158,,,
354,14,2,436,,,
355,14,3,437,,,
356,6,4,190,,,
357,5,2,157,,,
358,1,2,33,,,
359,6,4,190,,,
360,15,2,467,,,
361,1,2,33,,,
362,14,4,438,,,
363,11,4,345,,,
364,4,4,128,,,
365,15,2,467,,,
366,6,3,189,,,
367,15,2,467,,,
368,16,2,498,,,
369,14,3,437,,,
370,13,3,406,,,
371,12,2,374,,,
372,6,4,190,,,
373,2,3,65,,,
374,4,3,127,,,
375,16,3,499,,,
376,4,3,127,,,
377,4,2,126,,,
378,16,2,498,,,
379,4,4,128,,,
380,12,2,374,,,
381,12,4,376,,,
382,5,4,159,,,
383,5,2,157,,,
384,5,4,159,,,
385,5,3,158,,,
386,3,3,96,,,
387,1,4,35,,,
388,1,2,33,,,
389,14,4,438,,,
390,6,2,188,,,
391,2,4,66,,,
392,6,4,190,,,
393,12,3,375,,,
394,5,2,157,,,
395,11,3,344,,,
396,14,2,436,,,
397,3,4,97,,,
398,11,4,345,,,
399,15,3,468,,,
400,3,4,97,,,
401,16,3,499,,,
402,13,4,407,,,
403,4,3,127,,,
404,1,2,33,,,
405,12,2,374,,,
406,2,2,64,,,
407,6,2,188,,,
408,13,4,407,,,
409,5,2,157,,,
410,2,4,66,,,
411,3,3,96,,,
412,1,2,33,,,
413,14,2,436,,,
414,3,3,96,,,
415,2,2,64,,,
416,3,3,96,,,
417,14,4,438,,,
418,13,2,405,,,
419,12,2,374,,,
420,3,4,97,,,
421,1,3,34,,,
422,1,4,35,,,
423,14,3,437,,,
424,14,3,437,,,
425,14,2,436,,,
426,15,2,467,,,
427,1,2,33,,,
428,15,3,468,,,
429,15,2,467,,,
430,13,3,406,,,
431,12,4,376,,,
432,6,3,189,,,
433,1,2,33,,,
434,6,4,190,,,
435,2,2,64,,,
436,6,4,190,,,
437,16,2,498,,,
438,6,3,189,,,
439,6,3,189,,,
440,2,2,64,,,
441,6,2,188,,,
442,14,3,437,,,
443,6,2,188,,,
444,2,2,64,,,
445,4,3,127,,,
446,11,2,343,,,
447,14,2,436,,,
448,4,3,127,,,
449,3,4,97,,,
450,5,3,158,,,
451,11,2,343,,,
452,6,2,188,,,
453,15,3,468,,,
454,15,3,468,,,
455,11,3,344,,,
456,13,4,407,,,
457,6,3,189,,,
458,12,2,374,,,
459,12,2,374,,,
460,4,4,128,,,
461,3,2,95,,,
462,15,3,468,,,
463,11,3,344,,,
464,14,2,436,,,
465,2,2,64,,,
466,2,2,64,,,
467,13,2,405,,,
468,12,3,375,,,
469,3,3,96,,,
470,12,3,375,,,
471,16,2,498,,,
472,6,4,190,,,
473,1,3,34,,,
474,11,3,344,,,
475,2,3,65,,,
476,6,3,189,,,
477,3,3,96,,,
478,16,4,500,,,
479,3,3,96,,,
480,5,4,159,,,
481,13,2,405,,,
482,2,4,66,,,
483,13,2,405,,,
484,15,2,467,,,
485,15,4,469,,,
486,6,4,190,,,
487,14,2,436,,,
488,12,3,375,,,
489,14,2,436,,,
490,1,2,33,,,
491,11,4,345,,,
492,1,4,35,,,
493,15,2,467,,,
494,15,2,467,,,
495,4,2,126,,,
496,12,3,375,,,
497,5,4,159,,,
498,1,2,33,,,
499,4,4,128,,,
500,5,3,158,,,
501,2,3,65,,,
502,2,2,64,,,
503,2,3,65,,,
504,1,3,34,,,
505,13,2,405,,,
506,1,2,33,,,
507,13,2,405,,,
508,16,2,498,,,
509,13,4,407,,,
510,16,2,498,,,
511,14,2,436,,,
512,13,3,406,,,
513,4,2,126,,,
514,1,2,33,,,
515,1,2,33,,,
516,1,2,33,,,
517,5,3,158,,,
518,11,4,345,,,
519,1,3,34,,,
520,4,2,126,,,
521,1,4,35,,,
522,16,3,499,,,
523,3,3,96,,,
524,6,2,188,,,
525,1,2,33,,,
526,6,2,188,,,
527,1,2,33,,,
528,11,3,344,,,
529,4,2,126,,,
530,3,3,96,,,
531,1,3,34,,,
532,4,3,127,,,
533,14,2,436,,,
534,15,4,469,,,
535,15,2,467,,,
536,4,4,128,,,
537,5,4,159,,,
538,6,3,189,,,
539,11,4,345,,,
540,3,4,97,,,
541,2,2,64,,,
542,4,3,127,,,
543,6,4,190,,,
544,5,4,159,,,
545,1,4,35,,,
546,14,3,437,,,
547,13,3,406,,,
548,11,4,345,,,
549,2,4,66,,,
550,12,3,375,,,
551,16,4,500,,,
552,16,3,499,,,
553,16,4,500,,,
554,12,4,376,,,
555,15,4,469,,,
556,4,4,128,,,
557,4,3,127,,,
558,2,4,66,,,
559,11,2,343,,,
560,13,2,405,,,
561,2,4,66,,,
562,16,4,500,,,
563,5,3,158,,,
564,13,3,406,,,
565,14,2,436,,,
566,15,2,467,,,
567,12,3,375,,,
568,15,3,468,,,
569,1,4,35,,,
570,12,4,376,,,
571,1,4,35,,,
572,16,4,500,,,
573,15,3,468,,,
574,11,2,343,,,
575,2,2,64,,,
576,13,2,405,,,
577,6,2,188,,,
578,3,3,96,,,
579,1,4,35,,,
580,15,2,467,,,
581,12,3,375,,,
582,3,4,97,,,
583,6,2,188,,,
584,13,4,407,,,
585,4,2,126,,,
586,12,3,375,,,
587,13,4,407,,,
588,15,3,468,,,
589,2,2,64,,,
590,3,4,97,,,
591,14,2,436,,,
592,15,3,468,,,
593,2,3,65,,,
594,3,2,95,,,
595,12,2,374,,,
596,15,3,468,,,
597,11,4,345,,,
598,3,3,96,,,
599,2,3,65,,,
600,6,4,190,,,
601,4,4,128,,,
602,16,3,499,,,
603,6,4,190,,,
604,3,4,97,,,
605,16,3,499,,,
606,14,2,436,,,
607,2,4,66,,,
608,12,3,375,,,
609,5,3,158,,,
610,12,3,375,,,
611,16,4,500,,,
612,2,3,65,,,
613,4,2,126,,,
614,5,2,157,,,
615,2,3,65,,,
616,15,2,467,,,
617,3,2,95,,,
618,1,4,35,,,
619,2,4,66,,,
620,14,3,437,,,
621,15,2,467,,,
622,2,2,64,,,
623,4,3,127,,,
624,4,4,128,,,
625,3,2,95,,,
626,14,2,436,,,
627,16,3,499,,,
628,4,2,126,,,
629,14,4,438,,,
630,6,3,189,,,
631,13,4,407,,,
632,13,2,405,,,
633,16,3,499,,,
634,14,4,438,,,
635,3,3,96,,,
636,11,3,344,,,
637,1,3,34,,,
638,3,2,95,,,
639,15,4,469,,,
640,2,3,65,,,
641,12,3,375,,,
642,5,4,159,,,
643,12,2,374,,,
644,5,4,159,,,
645,5,2,157,,,
646,4,3,127,,,
647,15,3,468,,,
648,11,2,343,,,
649,5,2,157,,,
650,15,3,468,,,
651,16,4,500,,,
652,5,3,158,,,
653,1,2,33,,,
654,1,3,34,,,
655,16,4,500,,,
656,4,2,126,,,
657,2,3,65,,,
658,16,4,500,,,
659,1,2,33,,,
660,4,4,128,,,
661,2,3,65,,,
662,3,4,97,,,
663,2,2,64,,,
664,4,4,128,,,
665,3,4,97,,,
666,5,3,158,,,
667,5,2,157,,,
668,4,4,128,,,
669,3,4,97,,,
670,4,2,126,,,
671,16,3,499,,,
672,11,2,343,,,
673,1,4,35,,,
674,4,4,128,,,
675,1,3,34,,,
676,2,3,65,,,
677,14,4,438,,,
678,6,4,190,,,
679,4,3,127,,,
680,3,4,97,,,
681,6,3,189,,,
682,3,2,95,,,
683,1,2,33,,,
684,14,2,436,,,
685,12,2,374,,,
686,13,4,407,,,
687,11,3,344,,,
688,12,2,374,,,
689,11,3,344,,,
690,4,2,126,,,
691,15,3,468,,,
692,4,4,128,,,
693,2,3,65,,,
694,6,3,189,,,
695,12,2,374,,,
696,6,3,189,,,
697,12,2,374,,,
698,15,3,468,,,
699,11,3,344,,,
700,16,2,498,,,
701,13,3,406,,,
702,6,4,190,,,
703,6,3,189,,,
704,15,2,467,,,
705,6,3,189,,,
706,13,4,407,,,
707,15,2,467,,,
708,6,4,190,,,
709,4,4,128,,,
710,1,2,33,,,
711,5,3,158,,,
712,14,3,437,,,
713,15,2,467,,,
714,15,4,469,,,
715,14,4,438,,,
716,15,2,467,,,
717,13,2,405,,,
718,4,4,128,,,
719,14,3,437,,,
720,3,4,97,,,
721,13,4,407,,,
722,13,2,405,,,
723,16,3,499,,,
724,12,3,375,,,
725,14,2,436,,,
726,11,4,345,,,
727,2,3,65,,,
728,13,3,406,,,
729,15,3,468,,,
730,12,3,375,,,
731,4,4,128,,,
732,16,3,499,,,
733,13,4,407,,,
734,4,4,128,,,
735,14,2,436,,,
736,5,4,159,,,
737,6,2,188,,,
738,4,3,127,,,
739,16,4,500,,,
740,1,3,34,,,
741,16,2,498,,,
742,4,4,128,,,
743,4,4,128,,,
744,5,3,158,,,
745,1,3,34,,,
746,16,3,499,,,
747,3,2,95,,,
748,15,3,468,,,
749,1,4,35,,,
750,13,4,407,,,
751,3,3,96,,,
752,1,2,33,,,
753,14,4,438,,,
754,12,3,375,,,
755,3,3,96,,,
756,12,3,375,,,
757,6,3,189,,,
758,3,3,96,,,
759,1,2,33,,,
760,12,2,374,,,
761,6,4,190,,,
762,5,3,158,,,
763,16,2,498,,,
764,1,3,34,,,
765,13,3,406,,,
766,14,3,437,,,
767,12,2,374,,,
768,1,2,33,,,
769,14,4,438,,,
770,14,4,438,,,
771,2,4,66,,,
772,11,2,343,,,
773,3,4,97,,,
774,1,2,33,,,
775,16,2,498,,,
776,14,3,437,,,
777,1,4,35,,,
778,11,2,343,,,
779,1,2,33,,,
780,3,3,96,,,
781,6,3,189,,,
782,1,4,35,,,
783,13,3,406,,,
784,14,4,438,,,
785,2,3,65,,,
786,13,4,407,,,
787,16,4,500,,,
788,6,2,188,,,
789,14,3,437,,,
790,2,4,66,,,
791,1,3,34,,,
792,12,2,374,,,
793,1,3,34,,,
794,15,4,469,,,
795,13,4,407,,,
796,16,3,499,,,
797,14,3,437,,,
798,13,3,406,,,
799,12,2,374,,,
800,14,4,438,,,
801,13,2,405,,,
802,15,3,468,,,
803,1,4,35,,,
804,3,3,96,,,
805,15,4,469,,,
806,16,2,498,,,
807,4,2,126,,,
808,2,3,65,,,
809,16,4,500,,,
810,1,2,33,,,
811,2,3,65,,,
812,15,2,467,,,
813,4,3,127,,,
814,14,2,436,,,
815,12,3,375,,,
816,6,2,188,,,
817,12,4,376,,,
818,15,3,468,,,
819,6,3,189,,,
820,3,3,96,,,
821,2,3,65,,,
822,4,3,127,,,
823,12,4,376,,,
824,14,3,437,,,
825,5,2,157,,,
826,6,3,189,,,
827,11,2,343,,,
828,2,4,66,,,
829,12,2,374,,,
830,16,3,499,,,
831,1,3,34,,,
832,14,2,436,,,
833,11,2,343,,,
834,13,2,405,,,
835,1,2,33,,,
836,13,2,405,,,
837,11,2,343,,,
838,13,3,406,,,
839,15,2,467,,,
840,11,3,344,,,
841,3,4,97,,,
842,16,3,499,,,
843,16,3,499,,,
844,13,3,406,,,
845,6,3,189,,,
846,1,4,35,,,
847,1,3,34,,,
848,15,2,467,,,
849,6,2,188,,,
850,3,2,95,,,
851,16,4,500,,,
852,5,2,157,,,
853,16,3,499,,,
854,16,4,500,,,
855,12,2,374,,,
856,14,3,437,,,
857,5,3,158,,,
858,16,4,500,,,
859,1,2,33,,,
860,5,3,158,,,
861,1,4,35,,,
862,12,4,376,,,
863,11,3,344,,,
864,11,2,343,,,
865,5,4,159,,,
866,13,4,407,,,
867,11,2,343,,,
868,3,4,97,,,
869,5,3,158,,,
870,15,4,469,,,
871,4,4,128,,,
872,11,3,344,,,
873,12,2,374,,,
874,16,2,498,,,
875,4,2,126,,,
876,12,4,376,,,
877,16,2,498,,,
878,3,2,95,,,
879,16,2,498,,,
880,4,2,126,,,
881,13,3,406,,,
882,3,2,95,,,
883,3,2,95,,,
884,14,2,436,,,
885,1,4,35,,,
886,4,3,127,,,
887,14,3,437,,,
888,1,2,33,,,
889,3,2,95,,,
890,13,2,405,,,
891,15,4,469,,,
892,13,4,407,,,
893,15,3,468,,,
894,4,4,128,,,
895,4,2,126,,,
896,15,3,468,,,
897,13,3,406,,,
898,5,4,159,,,
899,1,4,35,,,
900,2,4,66,,,
901,6,2,188,,,
902,4,4,128,,,
903,6,2,188,,,
904,5,4,159,,,
905,12,3,375,,,
906,15,3,468,,,
907,2,2,64,,,
908,2,3,65,,,
909,5,4,159,,,
910,6,3,189,,,
911,1,4,35,,,
912,14,4,438,,,
913,12,4,376,,,
914,13,3,406,,,
915,1,4,35,,,
916,14,3,437,,,
917,14,2,436,,,
918,4,3,127,,,
919,15,3,468,,,
920,5,2,157,,,
921,14,2,436,,,
922,15,4,469,,,
923,3,2,95,,,
924,14,3,437,,,
925,1,4,35,,,
926,1,4,35,,,
927,13,3,406,,,
928,5,4,159,,,
929,13,4,407,,,
930,11,4,345,,,
931,3,2,95,,,
932,5,4,159,,,
933,1,4,35,,,
934,5,2,157,,,
935,14,4,438,,,
936,2,3,65,,,
937,4,3,127,,,
938,14,3,437,,,
939,16,3,499,,,
940,5,4,159,,,
941,15,2,467,,,
942,12,3,375,,,
943,6,3,189,,,
944,4,3,127,,,
945,14,4,438,,,
946,3,3,96,,,
947,14,3,437,,,
948,2,3,65,,,
949,4,2,126,,,
950,11,4,345,,,
951,11,3,344,,,
952,11,2,343,,,
953,2,2,64,,,
954,13,3,406,,,
955,14,2,436,,,
956,12,3,375,,,
957,4,4,128,,,
958,4,3,127,,,
959,6,3,189,,,
960,3,4,97,,,
961,1,4,35,,,
962,5,2,157,,,
963,15,4,469,,,
964,6,4,190,,,
965,15,2,467,,,
966,13,4,407,,,
967,2,3,65,,,
968,14,2,436,,,
969,6,2,188,,,
970,16,4,500,,,
971,11,3,344,,,
972,11,4,345,,,
973,16,4,500,,,
974,5,3,158,,,
975,5,4,159,,,
976,11,2,343,,,
977,12,4,376,,,
978,6,4,190,,,
979,6,2,188,,,
980,12,3,375,,,
981,2,4,66,,,
982,13,2,405,,,
983,6,4,190,,,
984,3,2,95,,,
985,6,2,188,,,
986,13,2,405,,,
987,3,2,95,,,
988,12,3,375,,,
989,1,3,34,,,
990,2,2,64,,,
991,1,3,34,,,
992,4,2,126,,,
993,15,4,469,,,
994,4,4,128,,,
995,2,4,66,,,
996,3,2,95,,,
997,16,4,500,,,
998,12,4,376,,,
999,12,4,376,,,
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
0,11,4,345,,,
1,3,4,97,,,
2,7,3,220,,,
3,5,4,159,,,
4,1,3,34,,,
5,2,2,64,,,
6,4,3,127,,,
7,5,4,159,,,
8,1,3,34,,,
9,4,3,127,,,
10,4,3,127,,,
11,4,3,127,,,
12,11,4,345,,,
13,8,2,250,,,
14,1,2,33,,,
15,6,3,189,,,
16,6,2,188,,,
17,8,3,251,,,
18,6,4,190,,,
19,6,4,190,,,
20,4,2,126,,,
21,5,3,158,,,
22,7,3,220,,,
23,8,2,250,,,
24,6,3,189,,,
25,6,2,188,,,
26,1,2,33,,,
27,8,4,252,,,
28,7,4,221,,,
29,9,4,283,,,
30,1,3,34,,,
31,7,4,221,,,
32,7,4,221,,,
33,2,3,65,,,
34,4,4,128,,,
35,6,2,188,,,
36,5,4,159,,,
37,3,2,95,,,
38,9,3,282,,,
39,9,3,282,,,
40,6,2,188,,,
41,2,4,66,,,
42,1,4,35,,,
43,1,3,34,,,
44,6,4,190,,,
45,3,4,97,,,
46,11,4,345,,,
47,11,4,345,,,
48,11,2,343,,,
49,9,4,283,,,
50,4,4,128,,,
51,8,2,250,,,
52,9,4,283,,,
53,3,3,96,,,
54,9,4,283,,,
55,4,2,126,,,
56,10,2,312,,,
57,6,3,189,,,
58,7,2,219,,,
59,11,3,344,,,
60,10,3,313,,,
61,4,2,126,,,
62,4,3,127,,,
63,6,3,189,,,
64,3,3,96,,,
65,11,4,345,,,
66,8,2,250,,,
67,7,2,219,,,
68,11,3,344,,,
69,11,2,343,,,
70,3,4,97,,,
71,7,4,221,,,
72,6,2,188,,,
73,2,2,64,,,
74,8,4,252,,,
75,6,4,190,,,
76,7,3,220,,,
77,11,4,345,,,
78,1,4,35,,,
79,3,3,96,,,
80,7,4,221,,,
81,1,2,33,,,
82,6,3,189,,,
83,2,3,65,,,
84,10,4,314,,,
85,4,3,127,,,
86,6,2,188,,,
87,10,2,312,,,
88,6,2,188,,,
89,8,2,250,,,
90,6,3,189,,,
91,9,3,282,,,
92,3,3,96,,,
93,2,4,66,,,
94,10,3,313,,,
95,2,3,65,,,
96,10,4,314,,,
97,5,2,157,,,
98,11,2,343,,,
99,9,3,282,,,
100,6,3,189,,,
101,3,3,96,,,
102,8,4,252,,,
103,2,3,65,,,
104,7,2,219,,,
105,4,2,126,,,
106,7,3,220,,,
107,10,4,314,,,
108,10,3,313,,,
109,7,4,221,,,
110,2,4,66,,,
111,2,2,64,,,
112,6,4,190,,,
113,6,3,189,,,
114,8,3,251,,,
115,1,4,35,,,
116,9,2,281,,,
117,11,4,345,,,
118,2,4,66,,,
119,10,3,313,,,
120,6,4,190,,,
121,9,4,283,,,
122,7,2,219,,,
123,11,2,343,,,
124,11,3,344,,,
125,8,4,252,,,
126,10,4,314,,,
127,4,3,127,,,
128,6,2,188,,,
129,6,4,190,,,
130,2,4,66,,,
131,2,3,65,,,
132,6,4,190,,,
133,6,3,189,,,
134,5,2,157,,,
135,8,2,250,,,
136,4,3,127,,,
137,8,4,252,,,
138,4,3,127,,,
139,5,2,157,,,
140,8,4,252,,,
141,6,3,189,,,
142,9,3,282,,,
143,6,3,189,,,
144,4,3,127,,,
145,2,2,64,,,
146,6,4,190,,,
147,6,2,188,,,
148,5,2,157,,,
149,4,3,127,,,
150,10,4,314,,,
151,1,3,34,,,
152,11,2,343,,,
153,6,4,190,,,
154,6,3,189,,,
155,3,4,97,,,
156,3,4,97,,,
157,8,4,252,,,
158,3,4,97,,,
159,6,4,190,,,
160,9,4,283,,,
161,8,4,252,,,
162,6,3,189,,,
163,11,3,344,,,
164,3,2,95,,,
165,10,4,314,,,
166,5,3,158,,,
167,1,2,33,,,
168,11,3,344,,,
169,10,4,314,,,
170,8,3,251,,,
171,11,2,343,,,
172,2,4,66,,,
173,3,3,96,,,
174,10,4,314,,,
175,1,3,34,,,
176,5,3,158,,,
177,10,4,314,,,
178,1,2,33,,,
179,9,4,283,,,
180,7,2,219,,,
181,1,4,35,,,
182,2,2,64,,,
183,2,2,64,,,
184,6,2,188,,,
185,3,4,97,,,
186,6,2,188,,,
187,2,4,66,,,
188,2,3,65,,,
189,3,2,95,,,
190,1,4,35,,,
191,10,3,313,,,
192,6,3,189,,,
193,10,2,312,,,
194,6,2,188,,,
195,5,4,159,,,
196,6,4,190,,,
197,1,4,35,,,
198,6,3,189,,,
199,6,3,189,,,
200,1,4,35,,,
201,6,4,190,,,
202,4,2,126,,,
203,11,3,344,,,
204,8,3,251,,,
205,4,2,126,,,
206,3,4,97,,,
207,4,2,126,,,
208,6,3,189,,,
209,9,2,281,,,
210,6,2,188,,,
211,6,3,189,,,
212,8,3,251,,,
213,11,3,344,,,
214,9,2,281,,,
215,5,3,158,,,
216,2,4,66,,,
217,2,4,66,,,
218,8,3,251,,,
219,11,2,343,,,
220,10,3,313,,,
221,3,4,97,,,
222,6,3,189,,,
223,9,2,281,,,
224,6,4,190,,,
225,4,3,127,,,
226,8,2,250,,,
227,9,4,283,,,
228,5,2,157,,,
229,4,4,128,,,
230,2,2,64,,,
231,7,4,221,,,
232,7,2,219,,,
233,3,3,96,,,
234,1,4,35,,,
235,8,2,250,,,
236,3,3,96,,,
237,5,3,158,,,
238,10,2,312,,,
239,1,2,33,,,
240,1,2,33,,,
241,4,3,127,,,
242,1,3,34,,,
243,9,2,281,,,
244,4,4,128,,,
245,3,3,96,,,
246,3,4,97,,,
247,2,3,65,,,
248,6,4,190,,,
249,10,3,313,,,
250,9,4,283,,,
251,6,2,188,,,
252,10,4,314,,,
253,8,4,252,,,
254,3,4,97,,,
255,2,3,65,,,
256,11,4,345,,,
257,3,3,96,,,
258,7,4,221,,,
259,1,4,35,,,
260,10,3,313,,,
261,10,3,313,,,
262,6,3,189,,,
263,8,3,251,,,
264,5,3,158,,,
265,11,4,345,,,
266,1,4,35,,,
267,9,2,281,,,
268,11,2,343,,,
269,11,4,345,,,
270,1,4,35,,,
271,2,4,66,,,
272,3,2,95,,,
273,3,4,97,,,
274,4,2,126,,,
275,2,4,66,,,
276,8,2,250,,,
277,10,4,314,,,
278,8,4,252,,,
279,6,2,188,,,
280,4,4,128,,,
281,3,2,95,,,
282,1,2,33,,,
283,9,3,282,,,
284,7,2,219,,,
285,6,3,189,,,
286,6,3,189,,,
287,7,4,221,,,
288,3,4,97,,,
289,4,3,127,,,
290,2,2,64,,,
291,2,4,66,,,
292,6,4,190,,,
293,6,3,189,,,
294,5,4,159,,,
295,3,2,95,,,
296,2,4,66,,,
297,9,2,281,,,
298,4,2,126,,,
299,5,3,158,,,
300,4,3,127,,,
301,8,4,252,,,
302,3,4,97,,,
303,6,2,188,,,
304,4,4,128,,,
305,4,4,128,,,
306,1,4,35,,,
307,6,3,189,,,
308,6,2,188,,,
309,6,2,188,,,
310,3,2,95,,,
311,6,2,188,,,
312,3,4,97,,,
313,3,2,95,,,
314,2,4,66,,,
315,1,2,33,,,
316,11,3,344,,,
317,5,4,159,,,
318,2,4,66,,,
319,3,4,97,,,
320,11,2,343,,,
321,8,2,250,,,
322,6,4,190,,,
323,10,2,312,,,
324,3,2,95,,,
325,4,2,126,,,
326,5,2,157,,,
327,1,2,33,,,
328,6,2,188,,,
329,9,2,281,,,
330,8,4,252,,,
331,3,3,96,,,
332,1,2,33,,,
333,1,4,35,,,
334,11,2,343,,,
335,1,3,34,,,
336,10,4,314,,,
337,5,2,157,,,
338,3,2,95,,,
339,6,4,190,,,
340,2,3,65,,,
341,9,2,281,,,
342,8,3,251,,,
343,2,2,64,,,
344,9,3,282,,,
345,4,4,128,,,
346,9,2,281,,,
347,6,3,189,,,
348,7,4,221,,,
349,1,2,33,,,
350,1,2,33,,,
351,11,3,344,,,
352,4,4,128,,,
353,2,3,65,,,
354,8,2,250,,,
355,1,4,35,,,
356,6,4,190,,,
357,1,3,34,,,
358,8,3,251,,,
359,1,2,33,,,
360,2,3,65,,,
361,9,2,281,,,
362,6,4,190,,,
363,4,2,126,,,
364,4,3,127,,,
365,1,3,34,,,
366,7,3,220,,,
367,3,4,97,,,
368,7,2,219,,,
369,7,3,220,,,
370,9,4,283,,,
371,2,2,64,,,
372,7,3,220,,,
373,3,2,95,,,
374,5,3,158,,,
375,10,2,312,,,
376,2,2,64,,,
377,6,2,188,,,
378,10,3,313,,,
379,9,4,283,,,
380,3,4,97,,,
381,5,2,157,,,
382,8,3,251,,,
383,7,3,220,,,
384,5,2,157,,,
385,6,3,189,,,
386,4,4,128,,,
387,2,2,64,,,
388,8,3,251,,,
389,5,4,159,,,
390,4,3,127,,,
391,7,3,220,,,
392,1,4,35,,,
393,10,3,313,,,
394,1,2,33,,,
395,11,3,344,,,
396,6,3,189,,,
397,9,4,283,,,
398,9,3,282,,,
399,5,3,158,,,
400,5,4,159,,,
401,10,3,313,,,
402,9,2,281,,,
403,5,2,157,,,
404,8,4,252,,,
405,9,4,283,,,
406,5,2,157,,,
407,4,3,127,,,
408,7,4,221,,,
409,11,3,344,,,
410,7,4,221,,,
411,3,2,95,,,
412,9,3,282,,,
413,3,2,95,,,
414,6,4,190,,,
415,5,3,158,,,
416,6,2,188,,,
417,9,2,281,,,
418,8,4,252,,,
419,11,2,343,,,
420,5,4,159,,,
421,10,3,313,,,
422,4,2,126,,,
423,7,3,220,,,
424,11,4,345,,,
425,8,4,252,,,
426,1,4,35,,,
427,8,3,251,,,
428,6,2,188,,,
429,2,3,65,,,
430,2,4,66,,,
431,5,3,158,,,
432,8,4,252,,,
433,6,4,190,,,
434,2,4,66,,,
435,11,2,343,,,
436,7,2,219,,,
437,6,3,189,,,
438,9,4,283,,,
439,8,3,251,,,
440,3,3,96,,,
441,2,2,64,,,
442,10,2,312,,,
443,4,3,127,,,
444,2,2,64,,,
445,10,2,312,,,
446,8,3,251,,,
447,2,4,66,,,
448,4,2,126,,,
449,6,3,189,,,
450,2,4,66,,,
451,1,2,33,,,
452,1,3,34,,,
453,6,3,189,,,
454,1,3,34,,,
455,7,4,221,,,
456,1,2,33,,,
457,5,4,159,,,
458,11,2,343,,,
459,3,3,96,,,
460,6,4,190,,,
461,6,2,188,,,
462,4,4,128,,,
463,11,2,343,,,
464,3,4,97,,,
465,5,3,158,,,
466,5,3,158,,,
467,3,2,95,,,
468,2,2,64,,,
469,8,4,252,,,
470,6,3,189,,,
471,9,4,283,,,
472,7,2,219,,,
473,7,4,221,,,
474,3,3,96,,,
475,5,4,159,,,
476,5,3,158,,,
477,4,4,128,,,
478,3,4,97,,,
479,5,3,158,,,
480,5,3,158,,,
481,10,3,313,,,
482,9,4,283,,,
483,9,3,282,,,
484,2,2,64,,,
485,5,3,158,,,
486,6,2,188,,,
487,7,4,221,,,
488,11,3,344,,,
489,7,3,220,,,
490,9,3,282,,,
491,3,4,97,,,
492,4,4,128,,,
493,2,2,64,,,
494,2,2,64,,,
495,7,3,220,,,
496,5,4,159,,,
497,7,4,221,,,
498,10,4,314,,,
499,2,3,65,,,
500,8,4,252,,,
501,11,4,345,,,
502,10,2,312,,,
503,11,3,344,,,
504,11,2,343,,,
505,6,3,189,,,
506,3,2,95,,,
507,6,4,190,,,
508,7,2,219,,,
509,5,3,158,,,
510,2,4,66,,,
511,5,2,157,,,
512,6,3,189,,,
513,10,2,312,,,
514,1,4,35,,,
515,7,4,221,,,
516,4,2,126,,,
517,3,3,96,,,
518,1,2,33,,,
519,5,2,157,,,
520,7,2,219,,,
521,1,2,33,,,
522,8,4,252,,,
523,6,3,189,,,
524,1,3,34,,,
525,1,4,35,,,
526,7,2,219,,,
